x;y;vx;vy;t
-5.696653803860621;48.64470297773149;0.04357575027327343;0.004429004001870851;0
-5.653078053587348;48.64913198173336;0.024437032080169008;0.006031429121385656;1
-5.647779739700283;48.65676583597426;0.019030448228986252;-0.0036220549643317668;2
-5.615017157129375;48.6418878718047;0.024311453519314963;-0.012232402296614708;3
-5.599156832661653;48.63230103138103;0.019789843739854263;-0.008324263115664365;4
-5.575437469649667;48.62523934557337;0.02000348479606373;-0.005048832699426242;5
-5.559149863069526;48.62220336598218;0.029929045864472315;-0.014844710050407883;6
-5.515579377920722;48.595549925472554;0.024883317870107113;-0.004698615769093806;7
-5.5093832273293115;48.61280613444399;0.027188357893728643;0.004059438821276018;8
-5.461202662133265;48.603668803115106;0.03994991026579653;-0.010888164045503856;9
-5.4294834067977185;48.591029806352985;0.023180825095487467;-0.009270570228444797;10
-5.41484101194229;48.585127662658216;0.015137210778547239;-0.00913922579754356;11
-5.399208985240624;48.5727513547579;0.0260794851040953;0.0026144726786618833;12
-5.362682041734099;48.59035660801554;0.025255546398629036;-0.011350917560147167;13
-5.348697892443366;48.550049519637604;0.029035590409733025;-0.026040750179177508;14
-5.304610860914633;48.538275107657185;0.014003231098544067;-0.013472826840970953;15
-5.320691430246278;48.52310386595566;0.015890070111681087;-0.013913422163007283;16
-5.272830720691271;48.51044826333117;0.024228184481742687;-0.01215665782551767;17
-5.272235061282792;48.498790550304626;0.016727827847744958;-0.007398586091085235;18
-5.239375064995781;48.495651091149;0.0505837855005935;0.0003288592734307372;19
-5.171067490281605;48.49944826885149;0.043350572405051135;0.0006986170417775384;20
-5.152673920185679;48.497048325232555;0.009798660340319287;-0.0075609079696548065;21
-5.151470169600967;48.48432645291218;0.007441065528464907;-0.016723304315643617;22
-5.137791789128749;48.46360171660127;0.008585864279382793;-0.0021067574801776345;23
-5.134298441042201;48.48011293795182;0.032616288424371476;0.0028125333517934337;24
-5.072559212280006;48.469226783304855;0.06581080768922742;-0.016423322806996765;25
-5.002676825663746;48.44726629233783;0.032761577159031496;-0.018917042398427952;26
-5.007036057961943;48.431392698508;0.0030738240763321656;-0.003164004559298661;27
-4.996529177511082;48.44093828321923;0.025650198348833975;-0.002167903280057004;28
-4.955735661264275;48.427056891947885;0.017913333311472268;-0.02344874012302256;29
-4.9607025108881375;48.39404080297319;0.019705702022074778;-0.01039423009721574;30
-4.916324257220126;48.40626843175345;0.037876997508635935;0.004351646764980899;31
-4.884948515870866;48.40274409650315;0.027007899145133685;-0.014712435249961686;32
-4.862308458929858;48.37684356125353;0.030608693678617183;-0.00901601941546204;33
-4.823731128513631;48.384712057672225;0.028654322898987505;-0.012638034011960286;34
-4.804999813131883;48.35156749322961;0.024505128036693247;0.0001229940326226142;35
-4.774720872440245;48.38495804573747;0.017676097500058052;0.011796217256193842;36
-4.769647618131767;48.375159927742;0.027144899240828746;-0.020389852028550592;37
-4.720431073958587;48.34417834168037;0.04280354803747022;-0.015108293625338831;38
-4.684040522056827;48.34494334049132;0.01141399185309444;-0.024655111007412245;39
-4.697603090252398;48.294868119665544;0.006548984288520465;-0.01987309125697223;40
-4.670942553479786;48.305197157977375;0.04271823273334663;0.007396496571171696;41
-4.612166624785705;48.30966111280789;0.03064636633120532;-0.007842966479895352;42
-4.609649820817375;48.289511225017584;0.025934006731656467;-0.0009132607503126167;43
-4.560298611322392;48.30783459130726;0.023539790874580913;0.014546145370122332;44
-4.562570239068213;48.31860351575783;0.025807910195090766;-0.02265716028663789;45
-4.508682790932211;48.26252027073399;0.029728890278791553;-0.029735275782435622;46
-4.50311245851063;48.25913296419296;0.016447603166449554;0.0021158968868562056;47
-4.475787584599312;48.2667520645077;0.03617297035004263;0.00988977037319927;48
-4.430766517810545;48.278912504939356;0.02077373405780758;-0.01940824637755867;49
-4.434240116483696;48.22793557175258;0.006629927931597557;-0.01869017646762927;50
-4.41750666194735;48.2415321520041;0.024772775834177807;0.014352972453959723;51
-4.384694564815341;48.2566415166605;0.03587464916282057;-0.022730540799830834;52
-4.345757363621709;48.196071070404436;0.017044767332417887;-0.0317423367036298;53
-4.350605030150505;48.19315684325324;0.026812255953619246;0.0007365677917015034;54
-4.29213285171447;48.19754420598784;0.033126136972780884;-0.0027709703162557275;55
-4.284352756204943;48.18761490262073;0.029251291999177642;0.0007969829354195213;56
-4.233630267716115;48.19913817185868;0.011507561408938383;-0.0027577152761146806;57
-4.2613376333870665;48.1820994720685;0.01091589054477593;-0.027881301376652345;58
-4.211798486626563;48.14337556910537;0.04953914676050353;-0.03872390296312744;59
