x;y;vx;vy;t
-5.715352462389328;48.20959002612561;0.04346532572723216;-0.007824712333963646;0
-5.671887136662096;48.20176531379165;0.03474993513801117;-0.004402391022868102;1
-5.645852592113306;48.200785244079874;0.03427306836569022;0.015126372836405722;2
-5.603340999930715;48.23201805946446;0.030037088028130654;0.014772203790901273;3
-5.585778416057044;48.23032965166168;0.01790635494287729;0.011695580885707102;4
-5.567528290044961;48.25540922123587;0.03013516615334666;0.006633161261888176;5
-5.525508083750351;48.24359597418545;0.013831472962516411;-0.012227111406684088;6
-5.539865344119928;48.230954998422504;0.009650820633789525;-0.0031608760023189575;7
-5.506206442482772;48.237274222180815;0.027390132160439506;0.03004005350082295;8
-5.485085079799049;48.29103510542415;0.02729829178551446;0.031663263171399336;9
-5.451609858911743;48.300600748523614;0.022047902267428032;-0.0052537773201670745;10
-5.440989275264193;48.280527550783816;0.03311093443833535;-0.0073268215432058525;11
-5.385387990035072;48.2859471054372;0.03408220469199108;0.020781802562623852;12
-5.372824865880211;48.322091155909064;0.009629049503681486;0.0030456385643802264;13
-5.366129891027709;48.29203838256596;0.019473555932743913;-0.009196708562797085;14
-5.333877754014723;48.30369773878347;0.03880612987820564;0.02160236984667918;15
-5.288517631271298;48.33524312225932;0.03932652118182345;0.012225490491903912;16
-5.255224711651076;48.32814871976728;0.03804785664537125;0.0036112113106199217;17
-5.2124219179805555;48.34246554488056;0.04099174804940642;0.010208292953699072;18
-5.173241215552263;48.348565305674676;0.013556317875440538;0.011044799387580184;19
-5.1853092822296745;48.36455514365572;-0.003851775581734884;0.020256511969975577;20
-5.180944766715733;48.38907832961463;0.0063253109585050815;0.006622153956957533;21
-5.172658660312664;48.377799451569636;0.034853100681377036;0.002748003260908405;22
-5.111238565352979;48.39457433613644;0.03531701770421636;-0.007581101288309355;23
-5.102024624904232;48.36263724899302;0.020300713394633352;0.0032796473071350363;24
-5.070637138563712;48.401133630750714;0.026930061035438158;0.01752664000171933;25
-5.048164502833355;48.397690528996456;0.027482976616784338;-0.0003011336675129428;26
-5.0156711853301434;48.40053136341569;0.03800930653741519;0.008212660546416117;27
-4.972145889758525;48.41411585008929;0.02765752471752192;0.01510974841910695;28
-4.9603561358951;48.4307508602539;0.016239115804861814;0.021929988090825248;29
-4.939667658148801;48.45797582627094;0.016478461411525647;0.0010325566933957475;30
-4.927399213072048;48.43281597364069;0.014053368006067046;0.0018350433979748004;31
-4.911560922136667;48.46164591306689;0.029543822641703077;0.01479125090423139;32
-4.868311567788642;48.462398475449156;0.037580481767704565;0.005787291869012279;33
-4.836399958601258;48.47322049680491;0.042330512483458094;0.019626530710969092;34
-4.783650542821726;48.501651536871094;0.026804156855743333;0.014967990256430141;35
-4.782791644889771;48.50315647731777;0.019534800794382967;0.010984378387224325;36
-4.74458094123296;48.52362029364554;0.020701952913469324;0.0032799178992846123;37
-4.741387739062833;48.50971631311634;0.00916610423275932;-0.006775479122165251;38
-4.726248732767441;48.51006933540121;0.02193007008586001;0.007954427738958714;39
-4.697527598891113;48.52562516859426;0.0288716115776686;0.015512871793252003;40
-4.668505509612104;48.541095078987716;0.04862562752356547;0.011477817586193595;41
-4.600276343843982;48.54858080376665;0.02470252420339447;-0.0014770602050973025;42
-4.619100461205315;48.53814095857752;0.015748874848318106;0.007828949444988353;43
-4.5687785941473456;48.564238702656624;0.02481217507208955;0.018319199288978183;44
-4.569476111061136;48.57477935715548;0.02612185738209405;0.02667695819048177;45
-4.5165348793831575;48.61759261903759;0.0350828148950062;0.020839198379757562;46
-4.499310481271124;48.61645775391499;0.01726214698456685;-0.016805804139508496;47
-4.482010585414024;48.58398101075857;0.022230877621749467;-0.007757133525043258;48
-4.454848726027625;48.60094348686491;0.021687605330274362;0.003898086386602273;49
-4.438635374753475;48.591777183531775;0.0290749892706903;0.006199648878077113;50
-4.396698747486244;48.61334278462106;0.026922260426724076;0.021817428811889528;51
-4.384790853900027;48.635412041155554;0.012886144074189865;0.021948781032573805;52
-4.3709264593378645;48.65724034668621;0.019251573108717945;0.0006394099611846116;53
-4.346287707682591;48.63669086107792;0.03591018142472935;-0.005475424185984679;54
-4.299106096488406;48.64628949831424;0.046851445044035156;-0.002161962668779438;55
-4.252584817594521;48.632366935740365;0.025329256532444333;0.012160680167610849;56
-4.248447583423517;48.67061085864946;0.012690756944656378;0.016611135905282737;57
-4.227203303705208;48.66558920755093;0.026367487758777397;0.00572377497002563;58
-4.195712607905962;48.68205840858951;0.03149069579924557;0.01646920103858207;59
