x;y;vx;vy;t
-5.671424096789033;48.73584537557981;-0.0026185272426380024;-0.012781654095093131;0
-5.674042624031671;48.72306372148471;0.024288459908333504;-0.01250308273547418;1
-5.622847176972366;48.71083921010886;0.024457165363773292;0.002668345654484483;2
-5.625128293304124;48.72840041279368;0.013253979808647287;-0.012035313436509654;3
-5.596339217355071;48.68676858323584;0.0288645272307817;-0.004934410795872424;4
-5.567399238842561;48.71853159120194;0.048282197713469976;-0.005498756300688967;5
-5.499774821928131;48.67577107063446;0.029067312080073737;-0.03350443588739438;6
-5.509264614682413;48.65152271942715;-0.003722157756333111;-0.006259443544514909;7
-5.5072191374407975;48.66325218354543;0.026306571029292236;-0.006968791936301955;8
-5.456651472623829;48.637585135554545;0.02801446876006297;-0.014637141987247304;9
-5.4511901999206716;48.63397789957094;0.0144831184147316;0.0025750124813193054;10
-5.427685235794366;48.642735160517184;0.03495198304088243;0.0013304582522906117;11
-5.381286233838907;48.63663881607552;0.029329997093601623;-0.01611858377320985;12
-5.369025241607162;48.610497992970764;0.0206985379732072;-0.0052359033482147765;13
-5.339889157892492;48.62616700937909;0.025295476069266076;0.004872989665880567;14
-5.31843428946863;48.620243972302525;0.025858782904261357;-0.005107851684808651;15
-5.28817159208397;48.61595130600947;0.028506083880340594;-0.013185283902899414;16
-5.261422121707949;48.593873404496726;0.008372103368727846;-0.00902112410476974;17
-5.271427385346514;48.59790905779993;0.027235779597359677;-0.02655116503443722;18
-5.20695056251323;48.54077107442785;0.03258583516012248;-0.021084590726541563;19
-5.206255715026269;48.55573987634685;0.009607190282292066;-0.0008711274838049121;20
-5.187736181948646;48.53902881946024;0.03235079013334685;-0.005196083198018897;21
-5.141554134759575;48.54534770995081;0.03687082985511303;-0.006257905992736568;22
-5.1139945222384195;48.52651300747477;0.02066051690820725;-0.01061495404426438;23
-5.100233100943161;48.52411780186228;0.031026610221211115;0.009927604474317064;24
-5.051941301795997;48.5463682164234;0.02055871130006981;-0.008501290929714855;25
-5.059115678343021;48.50711522000285;0.016138911765255504;-0.019487445493791;26
-5.019663478265486;48.50739332543582;0.031103486549343362;-0.008943697772465953;27
-4.996908705244334;48.48922782445792;0.028126402401808193;-0.011010168990434721;28
-4.96341067346187;48.48537298745495;0.03190176696041114;-0.006687431193483917;29
-4.933105171323512;48.47585296207095;0.018213936218927973;-0.0056799954360649;30
-4.926982801024014;48.47401299658282;0.028764366759626903;0.00022010514214798604;31
-4.875576437804258;48.47629317235525;0.03345544369824616;0.000518448216038081;32
-4.860071913627522;48.4750498930149;0.005802011832798382;-0.014892232173473019;33
-4.8639724141386615;48.4465087080083;0.010261775248070926;-0.01640842960794231;34
-4.83954836313138;48.44223303379901;0.03952093101642884;-0.019428210704397486;35
-4.784930552105804;48.40765228659951;0.03845590973313939;-0.013555253484568652;36
-4.762636543665101;48.415122526829876;0.02474047265871926;0.007209078534330615;37
-4.735449606788365;48.42207044366817;0.026871115272980806;-0.0013207359149411957;38
-4.708894313119139;48.41248105499999;0.02789107846169525;-0.013939674261848722;39
-4.679667449864975;48.39419109514447;0.03274096931139825;-0.008321386362556638;40
-4.643412374496343;48.39583828227488;0.015398743260351289;-0.006380898949696956;41
-4.648869963344272;48.38142929724508;0.009526569792940975;-0.006120234031001814;42
-4.624359234910461;48.38359781421288;0.025557086636285753;-0.00998513291145997;43
-4.597755790071701;48.36145903142216;0.036380390764080506;-0.020144610574913457;44
-4.5515984533823;48.34330859306305;0.04296076308756325;-0.008125960521365272;45
-4.511834263896574;48.34520711037943;0.02002180802299769;-0.027786296723302684;46
-4.511554837336305;48.287735999616444;-0.002676125357486292;-0.008121742675296417;47
-4.517186514611547;48.328963625028834;0.015878828130777567;-0.013858214641398803;48
-4.4797971810747494;48.26001957033365;0.03793870222378626;-0.024272194849615403;49
-4.441309110163974;48.2804192353296;0.03402070862692286;0.022276784424985152;50
-4.411755763820904;48.30457313918362;0.028608589530119133;0.008032869313854718;51
-4.384091931103736;48.29648497395731;0.02989605389213068;-0.020581056629296768;52
-4.351963656036642;48.26341102592502;0.026148546036801168;-0.01739681161478046;53
-4.331794839030134;48.26169135072775;0.033004417470277936;0.010522696994470948;54
-4.2859548210960865;48.284456419913965;0.022691696502117775;-0.006764036943891938;55
-4.286411446025898;48.24816327683997;0.011086297038417126;-0.001931731342772025;56
-4.263782227019252;48.28059295722842;0.03408542514507262;-0.0048587491832137175;57
-4.218240595735753;48.23844577847354;0.020373797985180353;-0.02223620728759812;58
-4.2230346310488915;48.236120542653225;-0.0047940353131386;-0.0023252358203151857;59
